Operation|Order.CONN|Order.Validation|PriceService.Out|Order.Execution_|Order.ExecutionReport_CONN
1201271047637|09:40:08,565|09:40:09,209|09:40:09,346|09:40:10,023|
1201271047658|09:40:09,487|09:40:09,646|09:40:09,700|09:40:10,614|09:40:17,198
1201271047679|09:40:09,625|09:40:09,772|09:40:09,899|09:40:10,648|09:40:14,158
1201271047680|09:40:09,821|09:40:10,648|09:40:10,810|09:40:11,590|09:40:15,256
1201271047701|09:40:10,684|09:40:11,074|09:40:11,312|09:40:11,942|
1201271047722|09:40:10,934|09:40:11,940|09:40:12,269|09:40:13,106|09:40:20,710
1201271047743|09:40:11,269|09:40:11,849|09:40:12,025|09:40:13,027|09:40:17,406
1201271047804|09:40:12,384|09:40:13,239|09:40:13,309|09:40:14,068|
1201271047835|09:40:12,762|09:40:14,045|09:40:14,367|09:40:15,284|09:40:21,080
1201271047866|09:40:13,236|09:40:14,119|09:40:14,169|09:40:14,786|
1201271047887|09:40:13,949|09:40:14,507|09:40:15,302|09:40:16,076|09:40:21,133
1201271047938|09:40:14,423|09:40:15,552|09:40:15,628|09:40:16,235|
1201271047989|09:40:15,438|09:40:15,815|09:40:15,974|09:40:16,909|
1201271047990|09:40:15,778|09:40:15,981|09:40:16,085|09:40:17,154|
1201271048011|09:40:16,026|09:40:17,378|09:40:17,431|09:40:17,992|09:40:22,927
1201271048042|09:40:16,685|09:40:17,617|09:40:17,664|09:40:18,100|09:40:23,523
1201271048063|09:40:17,616|09:40:17,788|09:40:17,881|09:40:18,307|09:40:22,209
1201271048084|09:40:17,700|09:40:17,962|09:40:18,153|09:40:18,442|
1201271048105|09:40:17,825|09:40:18,140|09:40:18,162|09:40:18,552|09:40:23,668
1201271048126|09:40:17,914|09:40:18,314|09:40:18,415|09:40:19,334|09:40:23,953
1201271048147|09:40:18,192|09:40:19,056|09:40:19,092|09:40:19,664|09:40:24,411
1201271048168|09:40:18,895|09:40:19,078|09:40:19,268|09:40:19,677|
1201271048189|09:40:19,175|09:40:20,252|09:40:20,331|09:40:20,771|09:40:25,414
1201271048200|09:40:19,385|09:40:20,241|09:40:20,375|09:40:20,827|09:40:24,616
1201271048211|09:40:19,895|09:40:20,914|09:40:21,251|09:40:21,675|
1201271048232|09:40:20,631|09:40:21,634|09:40:21,778|09:40:22,057|
1201271048253|09:40:21,111|09:40:22,666|09:40:23,004|09:40:23,427|
1201271048294|09:40:21,698|09:40:22,239|09:40:22,607|09:40:23,010|
1201271048305|09:40:22,632|09:40:23,018|09:40:23,193|09:40:23,508|
1201271048336|09:40:23,286|09:40:23,968|09:40:24,067|09:40:24,533|
1201271048347|09:40:23,762|09:40:23,982|09:40:24,028|09:40:24,457|
1201271048368|09:40:24,080|09:40:24,408|09:40:24,617|09:40:25,378|
1201271048389|09:40:24,221|09:40:24,916|09:40:25,105|09:40:25,560|
1201271048410|09:40:24,561|09:40:25,355|09:40:25,413|09:40:25,684|
1201271048431|09:40:25,113|09:40:25,504|09:40:25,684|09:40:26,564|09:40:35,152
1201271048452|09:40:25,463|09:40:26,151|09:40:26,381|09:40:26,906|09:40:30,819
1201271048473|09:40:25,929|09:40:26,496|09:40:26,565|09:40:27,198|09:40:31,549
1201271048494|09:40:26,055|09:40:26,462|09:40:26,507|09:40:26,972|
1201271048515|09:40:26,545|09:40:26,691|09:40:26,777|09:40:27,468|09:40:37,384
1201271048566|09:40:26,743|09:40:27,893|09:40:28,641|09:40:30,288|09:40:33,305
1201271048617|09:40:26,863|09:40:27,742|09:40:28,002|09:40:29,477|
1201271048658|09:40:27,285|09:40:28,149|09:40:28,298|09:40:30,082|09:40:36,899
1201271048679|09:40:28,426|09:40:29,512|09:40:29,716|09:40:30,453|
1201271048690|09:40:30,100|09:40:30,861|09:40:31,031|09:40:31,503|09:40:37,842
1201271048701|09:40:30,610|09:40:31,129|09:40:31,255|09:40:31,724|
1201271048732|09:40:31,183|09:40:31,914|09:40:32,242|09:40:32,812|
1201271048753|09:40:31,390|09:40:32,158|09:40:32,245|09:40:33,230|
1201271048764|09:40:32,137|09:40:32,351|09:40:32,471|09:40:33,247|09:40:40,385
1201271048795|09:40:32,412|09:40:33,628|09:40:35,106|09:40:36,355|09:40:41,846
1201271048816|09:40:32,598|09:40:33,607|09:40:33,637|09:40:36,309|09:40:38,703
1201271048837|09:40:33,360|09:40:36,314|09:40:36,475|09:40:37,035|
1201271048858|09:40:35,096|09:40:36,618|09:40:36,694|09:40:37,134|09:40:41,988
1201271048879|09:40:35,591|09:40:36,598|09:40:36,770|09:40:37,227|09:40:42,258
1201271048880|09:40:36,383|09:40:36,973|09:40:37,113|09:40:37,666|09:40:42,651
1201271048901|09:40:36,810|09:40:37,427|09:40:37,651|09:40:38,010|
1201271048942|09:40:37,478|09:40:38,438|09:40:39,286|09:40:39,641|09:40:43,769
1201271048963|09:40:37,598|09:40:38,121|09:40:38,204|09:40:38,469|09:40:43,142
1201271048994|09:40:37,944|09:40:38,517|09:40:38,659|09:40:39,486|
1201271049035|09:40:38,670|09:40:40,485|09:40:40,823|09:40:41,350|
1201271049066|09:40:39,376|09:40:40,481|09:40:40,858|09:40:41,294|
1201271049107|09:40:40,433|09:40:40,892|09:40:41,137|09:40:41,423|
1201271049148|09:40:40,809|09:40:41,233|09:40:41,480|09:40:41,854|
1201271049169|09:40:41,518|09:40:42,165|09:40:42,258|09:40:42,593|
1201271049180|09:40:42,290|09:40:42,753|09:40:42,914|09:40:43,494|
1201271049231|09:40:42,416|09:40:42,708|09:40:42,760|09:40:43,473|
1201271049252|09:40:42,541|09:40:43,300|09:40:43,622|09:40:44,210|
1201271049273|09:40:42,823|09:40:43,447|09:40:43,542|09:40:43,796|
1201271049304|09:40:43,210|09:40:43,646|09:40:43,796|09:40:44,779|09:40:55,790
1201271049325|09:40:43,564|09:40:43,840|09:40:44,010|09:40:44,803|09:40:50,340
1201271049346|09:40:43,821|09:40:44,234|09:40:44,385|09:40:44,861|09:40:49,922
1201271049387|09:40:44,121|09:40:44,722|09:40:44,773|09:40:44,966|
1201271049418|09:40:44,739|09:40:45,408|09:40:45,640|09:40:47,437|09:40:59,451
1201271049439|09:40:45,049|09:40:45,608|09:40:45,817|09:40:47,448|09:40:53,918
1201271049450|09:40:45,695|09:40:46,349|09:40:47,529|09:40:48,808|
1201271049471|09:40:46,040|09:40:48,219|09:40:48,795|09:40:50,379|09:40:58,792
1201271049492|09:40:47,338|09:40:48,657|09:40:49,638|09:40:50,589|
1201271049513|09:40:48,503|09:40:49,651|09:40:49,747|09:40:51,509|09:41:03,026
1201271049544|09:40:49,369|09:40:50,588|09:40:50,607|09:40:51,574|
1201271049575|09:40:49,814|09:40:50,877|09:40:50,962|09:40:52,181|
1201271049596|09:40:50,422|09:40:50,819|09:40:51,013|09:40:53,943|
1201271049617|09:40:50,721|09:40:51,157|09:40:51,290|09:40:53,937|09:41:03,493
1201271049658|09:40:51,176|09:40:51,770|09:40:51,942|09:40:54,677|09:41:07,401
1201271049669|09:40:51,451|09:40:51,814|09:40:51,923|09:40:54,572|09:41:01,120
1201271049680|09:40:51,770|09:40:52,170|09:40:52,220|09:40:54,637|
1201271049711|09:40:52,128|09:40:52,350|09:40:52,384|09:40:54,829|09:41:05,970
1201271049762|09:40:52,242|09:40:52,380|09:40:52,396|09:40:54,847|09:41:06,282
1201271049783|09:40:52,424|09:40:52,533|09:40:52,590|09:40:54,881|09:41:05,178
1201271049844|09:40:52,501|09:40:52,679|09:40:52,716|09:40:54,954|
1201271049865|09:40:52,633|09:40:52,776|09:40:52,817|09:40:55,049|09:41:04,930
1201271049886|09:40:52,749|09:40:52,883|09:40:52,921|09:40:55,062|09:41:06,081
1201271049907|09:40:52,849|09:40:52,984|09:40:53,018|09:40:55,144|
1201271049928|09:40:52,966|09:40:53,089|09:40:53,245|09:40:55,164|
1201271049969|09:40:53,052|09:40:53,927|09:40:54,279|09:40:56,886|
1201271050000|09:40:53,146|09:40:53,906|09:40:53,933|09:40:55,211|
1201271050021|09:40:53,794|09:40:54,350|09:40:54,430|09:40:56,785|
1201271050052|09:40:54,328|09:40:54,674|09:40:55,342|09:40:56,978|
1201271050073|09:40:54,471|09:40:54,838|09:40:55,222|09:40:56,850|
1201271050094|09:40:54,618|09:40:55,431|09:40:56,179|09:40:57,265|
1201271050125|09:40:56,211|09:40:57,079|09:40:57,537|09:40:58,392|
1201271050186|09:40:57,327|09:40:57,793|09:40:57,871|09:40:58,664|
1201271050237|09:40:57,841|09:40:57,982|09:40:58,124|09:41:00,499|09:41:10,932
1201271050258|09:40:57,943|09:40:58,702|09:40:59,311|09:41:00,957|09:41:08,204
1201271050279|09:40:58,022|09:40:58,715|09:40:59,306|09:41:00,644|09:41:07,052
1201271050370|09:40:58,242|09:40:59,280|09:40:59,325|09:41:00,908|
1201271050381|09:40:59,209|09:40:59,579|09:41:00,151|09:41:01,847|09:41:11,249
1201271050402|09:40:59,562|09:41:00,354|09:41:00,733|09:41:02,156|09:41:08,483
1201271050423|09:40:59,924|09:41:01,050|09:41:01,400|09:41:02,855|
1201271050454|09:41:00,699|09:41:02,201|09:41:03,147|09:41:05,855|09:41:11,113
1201271050485|09:41:02,284|09:41:03,576|09:41:03,695|09:41:05,807|
1201271050506|09:41:03,725|09:41:03,890|09:41:03,913|09:41:05,947|09:41:12,356
1201271050527|09:41:03,839|09:41:03,951|09:41:04,015|09:41:06,116|
1201271050588|09:41:03,945|09:41:04,045|09:41:04,187|09:41:06,615|
1201271050739|09:41:04,095|09:41:04,722|09:41:04,796|09:41:06,744|
1201271050750|09:41:04,884|09:41:05,411|09:41:05,912|09:41:06,768|09:41:13,164
1201271050771|09:41:06,964|09:41:07,808|09:41:07,929|09:41:08,383|09:41:13,178
1201271050792|09:41:07,667|09:41:07,909|09:41:07,941|09:41:08,583|09:41:11,763
1201271050813|09:41:07,834|09:41:08,205|09:41:08,479|09:41:08,906|
1201271050824|09:41:08,070|09:41:08,755|09:41:09,274|09:41:09,738|09:41:14,231
1201271050845|09:41:08,289|09:41:08,953|09:41:09,023|09:41:09,667|09:41:15,605
1201271050866|09:41:08,554|09:41:09,066|09:41:09,402|09:41:09,942|09:41:15,185
1201271050887|09:41:09,462|09:41:11,068|09:41:11,597|09:41:12,056|
1201271050908|09:41:09,974|09:41:10,998|09:41:11,071|09:41:11,722|09:41:18,152
1201271050919|09:41:10,552|09:41:11,373|09:41:11,804|09:41:12,383|09:41:18,283
1201271050940|09:41:11,282|09:41:11,932|09:41:12,749|09:41:12,980|
1201271050951|09:41:11,881|09:41:13,611|09:41:13,743|09:41:14,275|
1201271050972|09:41:12,789|09:41:13,608|09:41:13,771|09:41:14,285|
1201271050983|09:41:13,555|09:41:13,794|09:41:13,916|09:41:14,306|
1201271051014|09:41:13,799|09:41:14,305|09:41:15,027|09:41:15,411|
1201271051065|09:41:13,943|09:41:14,283|09:41:14,530|09:41:15,005|
1201271051086|09:41:14,855|09:41:16,169|09:41:16,226|09:41:17,043|
1201271051107|09:41:15,368|09:41:16,347|09:41:16,427|09:41:17,608|
1201271051128|09:41:15,964|09:41:16,335|09:41:16,353|09:41:17,676|
1201271051239|09:41:16,398|09:41:16,658|09:41:16,807|09:41:17,935|
1201271051340|09:41:16,549|09:41:16,919|09:41:17,050|09:41:18,220|09:41:26,987
1201271051461|09:41:16,868|09:41:18,229|09:41:18,402|09:41:18,759|09:41:24,061
1201271051592|09:41:16,983|09:41:18,220|09:41:18,520|09:41:19,367|09:41:24,454
1201271051623|09:41:17,974|09:41:18,395|09:41:18,526|09:41:20,542|
1201271051644|09:41:18,565|09:41:18,973|09:41:19,098|09:41:20,868|09:41:28,132
1201271051685|09:41:18,656|09:41:19,356|09:41:20,926|09:41:21,676|09:41:25,626
1201271051836|09:41:19,156|09:41:21,707|09:41:21,856|09:41:22,700|
1201271051877|09:41:20,540|09:41:21,872|09:41:22,381|09:41:23,410|09:41:28,304
1201271051898|09:41:21,642|09:41:23,783|09:41:24,220|09:41:24,734|
1201271051919|09:41:22,191|09:41:23,733|09:41:23,901|09:41:24,589|09:41:31,107
1201271051930|09:41:23,723|09:41:24,159|09:41:24,268|09:41:24,802|
1201271051961|09:41:24,100|09:41:24,463|09:41:24,501|09:41:24,859|
1201271052002|09:41:24,434|09:41:24,799|09:41:25,385|09:41:26,282|
1201271052033|09:41:24,531|09:41:24,988|09:41:25,040|09:41:25,717|09:41:32,221
1201271052084|09:41:25,424|09:41:26,704|09:41:26,991|09:41:27,702|09:41:33,981
1201271052125|09:41:26,305|09:41:26,720|09:41:26,984|09:41:27,897|09:41:32,215
1201271052156|09:41:27,013|09:41:27,360|09:41:27,441|09:41:27,832|
1201271052277|09:41:27,088|09:41:27,659|09:41:27,682|09:41:28,048|09:41:34,120
1201271052318|09:41:27,357|09:41:28,241|09:41:28,590|09:41:29,035|09:41:36,015
1201271052369|09:41:27,570|09:41:28,044|09:41:28,478|09:41:28,943|09:41:34,605
1201271052380|09:41:28,003|09:41:28,695|09:41:28,775|09:41:29,163|
1201271052421|09:41:28,668|09:41:28,841|09:41:28,949|09:41:29,491|09:41:34,289
1201271052442|09:41:28,812|09:41:29,510|09:41:30,776|09:41:31,581|09:41:36,176
1201271052463|09:41:28,921|09:41:29,383|09:41:29,693|09:41:30,549|
1201271052484|09:41:29,010|09:41:29,637|09:41:30,674|09:41:31,222|
1201271052505|09:41:29,069|09:41:30,639|09:41:30,783|09:41:31,367|
1201271052506|09:41:30,328|09:41:30,965|09:41:31,035|09:41:31,680|
1201271052557|09:41:31,017|09:41:31,509|09:41:32,062|09:41:32,389|
1201271052578|09:41:31,174|09:41:31,782|09:41:32,415|09:41:32,855|
1201271052589|09:41:31,468|09:41:32,223|09:41:32,595|09:41:32,895|
1201271052600|09:41:32,191|09:41:32,835|09:41:33,114|09:41:34,022|
1201271052621|09:41:32,867|09:41:33,742|09:41:34,126|09:41:34,501|
1201271052642|09:41:33,658|09:41:34,143|09:41:34,453|09:41:34,708|
1201271052653|09:41:34,493|09:41:34,910|09:41:34,995|09:41:35,924|09:41:44,652
1201271052744|09:41:34,926|09:41:35,146|09:41:35,480|09:41:36,024|09:41:41,216
1201271052795|09:41:35,182|09:41:35,914|09:41:36,136|09:41:36,809|09:41:41,866
1201271052836|09:41:35,573|09:41:36,095|09:41:36,172|09:41:36,932|
1201271052867|09:41:35,948|09:41:36,477|09:41:36,802|09:41:37,884|09:41:46,077
1201271052888|09:41:36,318|09:41:36,719|09:41:37,054|09:41:38,167|09:41:42,989
1201271052919|09:41:36,540|09:41:37,539|09:41:37,975|09:41:38,653|
1201271052930|09:41:37,155|09:41:39,139|09:41:39,171|09:41:40,330|09:41:45,463
1201271052951|09:41:38,384|09:41:39,215|09:41:39,372|09:41:40,320|
1201271052992|09:41:39,092|09:41:39,469|09:41:39,567|09:41:40,494|09:41:46,867
1201271053023|09:41:39,285|09:41:39,539|09:41:39,573|09:41:40,468|
1201271053084|09:41:39,499|09:41:40,012|09:41:40,338|09:41:41,032|
1201271053105|09:41:39,641|09:41:40,643|09:41:41,215|09:41:42,240|
1201271053136|09:41:39,924|09:41:40,619|09:41:40,670|09:41:41,643|09:41:46,509
1201271053157|09:41:40,248|09:41:41,128|09:41:41,367|09:41:42,236|09:41:48,326
1201271053198|09:41:40,696|09:41:41,667|09:41:42,072|09:41:42,593|09:41:46,256
1201271053229|09:41:41,703|09:41:42,601|09:41:42,986|09:41:43,565|
1201271053240|09:41:41,902|09:41:43,052|09:41:43,143|09:41:43,657|09:41:50,643
1201271053261|09:41:42,537|09:41:43,273|09:41:43,509|09:41:44,019|09:41:50,670
1201271053282|09:41:43,360|09:41:44,275|09:41:44,709|09:41:45,140|09:41:50,468
1201271053303|09:41:43,698|09:41:44,760|09:41:45,142|09:41:45,727|
1201271053334|09:41:44,743|09:41:45,092|09:41:45,196|09:41:45,846|09:41:52,872
1201271053365|09:41:45,114|09:41:45,931|09:41:45,978|09:41:46,365|09:41:51,857
1201271053386|09:41:46,623|09:41:46,743|09:41:46,841|09:41:47,235|
1201271053407|09:41:46,708|09:41:46,949|09:41:47,000|09:41:47,365|
1201271053428|09:41:46,949|09:41:47,230|09:41:47,528|09:41:47,856|
1201271053449|09:41:47,067|09:41:47,795|09:41:48,326|09:41:48,608|
1201271053490|09:41:47,190|09:41:47,571|09:41:48,027|09:41:48,364|
1201271053531|09:41:47,546|09:41:48,716|09:41:48,738|09:41:49,076|
1201271053582|09:41:48,075|09:41:49,167|09:41:49,985|09:41:50,833|
1201271053623|09:41:48,468|09:41:49,120|09:41:49,206|09:41:49,955|
1201271053664|09:41:49,143|09:41:50,204|09:41:50,711|09:41:52,271|
1201271053685|09:41:50,744|09:41:51,265|09:41:51,440|09:41:52,754|
1201271053706|09:41:51,115|09:41:51,980|09:41:52,310|09:41:53,381|09:42:01,386
1201271053737|09:41:51,565|09:41:53,532|09:41:53,619|09:41:54,569|09:41:58,747
1201271053758|09:41:52,354|09:41:53,402|09:41:53,588|09:41:54,616|09:41:58,407
1201271053759|09:41:52,720|09:41:53,389|09:41:53,421|09:41:53,609|
1201271053770|09:41:53,532|09:41:53,881|09:41:54,086|09:41:55,690|09:42:02,541
1201271053791|09:41:53,845|09:41:54,137|09:41:54,230|09:41:55,606|09:41:58,739
1201271053842|09:41:54,192|09:41:54,569|09:41:55,165|09:41:56,022|
1201271053873|09:41:54,371|09:41:56,107|09:41:56,705|09:41:57,599|09:42:02,887
1201271053924|09:41:56,131|09:41:56,949|09:41:57,199|09:41:57,741|
1201271053965|09:41:56,846|09:41:58,124|09:41:58,358|09:41:58,818|09:42:03,019
1201271054046|09:41:57,107|09:41:58,055|09:41:58,157|09:41:58,671|
1201271054117|09:41:57,957|09:41:58,446|09:41:58,510|09:41:58,985|
1201271054148|09:41:58,419|09:41:59,341|09:41:59,627|09:42:00,637|
1201271054169|09:41:59,301|09:41:59,689|09:41:59,839|09:42:00,683|09:42:04,553
1201271054190|09:41:59,689|09:42:00,583|09:42:00,692|09:42:01,005|09:42:05,732
1201271054211|09:42:00,051|09:42:00,971|09:42:01,199|09:42:02,188|09:42:05,107
1201271054232|09:42:00,983|09:42:01,566|09:42:01,653|09:42:02,227|
1201271054243|09:42:01,419|09:42:01,856|09:42:01,942|09:42:02,303|09:42:07,243
1201271054274|09:42:01,963|09:42:02,494|09:42:02,935|09:42:03,462|09:42:10,417
1201271054295|09:42:02,119|09:42:02,929|09:42:02,948|09:42:03,465|09:42:08,267
1201271054316|09:42:02,753|09:42:03,235|09:42:03,462|09:42:03,775|
1201271054327|09:42:03,125|09:42:03,450|09:42:03,469|09:42:03,787|09:42:08,499
1201271054348|09:42:03,401|09:42:03,955|09:42:04,089|09:42:04,688|09:42:09,466
1201271054369|09:42:03,928|09:42:04,322|09:42:04,424|09:42:04,894|
1201271054380|09:42:04,301|09:42:04,854|09:42:05,454|09:42:06,062|
1201271054391|09:42:04,452|09:42:04,707|09:42:04,994|09:42:05,251|
1201271054412|09:42:04,591|09:42:05,066|09:42:05,679|09:42:06,082|
1201271054433|09:42:04,820|09:42:05,583|09:42:05,767|09:42:06,199|
1201271054454|09:42:05,849|09:42:06,061|09:42:06,376|09:42:06,637|
1201271054475|09:42:05,926|09:42:06,685|09:42:06,964|09:42:07,801|
1201271054496|09:42:06,029|09:42:06,679|09:42:06,972|09:42:07,982|
1201271054507|09:42:06,473|09:42:07,067|09:42:07,297|09:42:08,116|
1201271054538|09:42:07,084|09:42:07,384|09:42:07,748|09:42:08,191|
1201271054549|09:42:07,360|09:42:08,538|09:42:08,711|09:42:09,810|09:42:18,229
1201271054570|09:42:07,488|09:42:08,514|09:42:08,544|09:42:09,260|09:42:15,331
1201271054601|09:42:08,479|09:42:08,691|09:42:08,935|09:42:09,896|09:42:14,851
1201271054632|09:42:08,747|09:42:09,042|09:42:09,208|09:42:09,888|
1201271054653|09:42:09,085|09:42:09,441|09:42:09,808|09:42:10,125|09:42:19,281
1201271054684|09:42:09,754|09:42:10,339|09:42:10,416|09:42:12,191|09:42:16,118
1201271054705|09:42:09,860|09:42:10,631|09:42:11,030|09:42:13,414|
1201271054746|09:42:10,529|09:42:11,274|09:42:11,416|09:42:13,481|09:42:19,326
1201271054777|09:42:11,305|09:42:12,007|09:42:12,281|09:42:13,425|
1201271054798|09:42:11,640|09:42:12,395|09:42:12,854|09:42:13,570|09:42:19,552
1201271054829|09:42:11,890|09:42:13,418|09:42:13,659|09:42:14,046|
1201271054850|09:42:12,897|09:42:14,019|09:42:14,390|09:42:14,874|
1201271054871|09:42:13,989|09:42:14,704|09:42:14,791|09:42:15,676|
1201271054922|09:42:15,447|09:42:16,087|09:42:16,120|09:42:16,605|09:42:21,465
1201271054933|09:42:16,000|09:42:16,217|09:42:16,355|09:42:16,759|09:42:23,468
1201271054974|09:42:16,171|09:42:16,766|09:42:17,252|09:42:17,736|09:42:20,824
1201271055015|09:42:16,314|09:42:16,746|09:42:16,778|09:42:17,021|
1201271055066|09:42:16,534|09:42:17,103|09:42:17,588|09:42:18,148|09:42:23,422
1201271055087|09:42:16,955|09:42:17,679|09:42:17,735|09:42:18,212|09:42:25,631
1201271055158|09:42:17,697|09:42:18,278|09:42:18,442|09:42:19,077|09:42:25,962
1201271055189|09:42:18,194|09:42:18,620|09:42:18,705|09:42:19,332|
1201271055260|09:42:18,547|09:42:18,997|09:42:19,096|09:42:19,732|09:42:25,426
1201271055301|09:42:18,790|09:42:19,419|09:42:19,722|09:42:20,223|09:42:28,288
1201271055362|09:42:19,174|09:42:20,033|09:42:20,276|09:42:20,858|
1201271055393|09:42:19,820|09:42:20,313|09:42:20,579|09:42:20,913|
1201271055424|09:42:20,751|09:42:21,006|09:42:21,300|09:42:22,516|
1201271055475|09:42:21,322|09:42:21,624|09:42:21,643|09:42:22,374|
1201271055516|09:42:21,500|09:42:21,666|09:42:21,736|09:42:22,428|
1201271055537|09:42:21,691|09:42:21,891|09:42:22,014|09:42:22,534|
1201271055568|09:42:21,840|09:42:22,525|09:42:23,555|09:42:24,554|
1201271055589|09:42:21,986|09:42:22,434|09:42:22,624|09:42:23,233|
1201271055630|09:42:22,250|09:42:23,422|09:42:23,699|09:42:25,097|
1201271055651|09:42:23,109|09:42:23,724|09:42:23,784|09:42:25,044|
1201271055682|09:42:23,835|09:42:23,997|09:42:24,044|09:42:25,247|09:42:34,001
1201271055723|09:42:23,959|09:42:24,118|09:42:24,179|09:42:25,391|09:42:29,906
1201271055774|09:42:24,081|09:42:24,437|09:42:24,632|09:42:25,492|09:42:30,178
1201271055805|09:42:24,254|09:42:24,476|09:42:24,600|09:42:25,365|
1201271055826|09:42:24,382|09:42:25,586|09:42:26,293|09:42:27,775|09:42:33,536
1201271055837|09:42:24,535|09:42:25,427|09:42:25,735|09:42:26,936|09:42:30,841
1201271055858|09:42:26,017|09:42:26,951|09:42:27,161|09:42:28,125|
1201271055869|09:42:26,884|09:42:28,485|09:42:28,684|09:42:29,717|09:42:34,034
1201271055890|09:42:27,896|09:42:28,630|09:42:28,705|09:42:29,692|
1201271055901|09:42:28,514|09:42:29,001|09:42:29,576|09:42:29,962|09:42:35,313
1201271055922|09:42:28,912|09:42:29,754|09:42:29,837|09:42:30,245|
1201271055943|09:42:29,054|09:42:30,521|09:42:30,581|09:42:31,240|
1201271055954|09:42:29,803|09:42:30,735|09:42:30,926|09:42:31,792|
1201271055975|09:42:30,454|09:42:30,846|09:42:31,242|09:42:31,943|09:42:36,810
1201271055996|09:42:30,813|09:42:32,426|09:42:32,753|09:42:33,166|09:42:37,873
1201271056007|09:42:31,315|09:42:32,213|09:42:32,402|09:42:32,948|09:42:36,037
1201271056028|09:42:32,112|09:42:32,446|09:42:32,745|09:42:33,114|
1201271056049|09:42:32,798|09:42:33,574|09:42:33,901|09:42:34,466|09:42:39,874
1201271056060|09:42:33,556|09:42:34,092|09:42:34,126|09:42:34,676|09:42:41,623
1201271056071|09:42:34,054|09:42:34,191|09:42:34,246|09:42:34,723|09:42:38,999
1201271056092|09:42:34,151|09:42:34,475|09:42:34,686|09:42:35,082|
1201271056143|09:42:34,269|09:42:34,491|09:42:34,665|09:42:34,984|09:42:40,194
1201271056194|09:42:34,375|09:42:35,442|09:42:35,673|09:42:36,254|09:42:41,731
1201271056215|09:42:34,517|09:42:35,269|09:42:35,543|09:42:36,083|
1201271056246|09:42:35,077|09:42:35,598|09:42:35,757|09:42:36,264|
1201271056257|09:42:35,810|09:42:36,361|09:42:36,562|09:42:36,919|
1201271056278|09:42:36,125|09:42:36,944|09:42:37,071|09:42:37,760|
1201271056289|09:42:36,972|09:42:37,425|09:42:37,486|09:42:37,959|
